name,api_url,pkdx_id,weight,height,exp,ntypes,egg_group_1,egg_group_2,type_1,type_2,url_image_api,id,pokemon,hp,attack,defense,special_attack,special_defense,speed,total,average,url_icon_bp,url_detail_bp,url_image_bp,color_t1,color_t2,color_tp
abra,api/v1/pokemon/63/,63,195,9,62,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/63.png,063,Abra,25,20,15,105,55,90,310,51.67,http://cdn.bulbagarden.net/upload/c/cf/063MS.png,http://bulbapedia.bulbagarden.net/wiki/Abra_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/62/063Abra.png/250px-063Abra.png,#F85888,#F85888,#F97DA2
kadabra,api/v1/pokemon/64/,64,565,13,140,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/64.png,064,Kadabra,40,35,30,120,70,105,400,66.67,http://cdn.bulbagarden.net/upload/b/b6/064MS.png,http://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/97/064Kadabra.png/250px-064Kadabra.png,#F85888,#F85888,#F97DA2
alakazam,api/v1/pokemon/65/,65,480,15,221,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/65.png,065,Alakazam,55,50,45,135,95,120,500,83.33,http://cdn.bulbagarden.net/upload/c/ca/065MS.png,http://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cc/065Alakazam.png/250px-065Alakazam.png,#F85888,#F85888,#F97DA2
machop,api/v1/pokemon/66/,66,195,8,61,1,Human-like,NA,fighting,NA,http://pokeapi.co/media/img/66.png,066,Machop,70,80,50,35,35,35,305,50.83,http://cdn.bulbagarden.net/upload/6/6c/066MS.png,http://bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/85/066Machop.png/250px-066Machop.png,#C03028,#C03028,#CE5E57
machoke,api/v1/pokemon/67/,67,705,15,142,1,Human-like,NA,fighting,NA,http://pokeapi.co/media/img/67.png,067,Machoke,80,100,70,50,60,45,405,67.5,http://cdn.bulbagarden.net/upload/0/0f/067MS.png,http://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8e/067Machoke.png/250px-067Machoke.png,#C03028,#C03028,#CE5E57
machamp,api/v1/pokemon/68/,68,1300,16,227,1,Human-like,NA,fighting,NA,http://pokeapi.co/media/img/68.png,068,Machamp,90,130,80,65,85,55,505,84.17,http://cdn.bulbagarden.net/upload/1/1e/068MS.png,http://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8f/068Machamp.png/250px-068Machamp.png,#C03028,#C03028,#CE5E57
bellsprout,api/v1/pokemon/69/,69,40,7,60,2,Plant,NA,poison,grass,http://pokeapi.co/media/img/69.png,069,Bellsprout,50,75,35,70,30,40,300,50,http://cdn.bulbagarden.net/upload/7/7b/069MS.png,http://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a2/069Bellsprout.png/250px-069Bellsprout.png,#A040A0,#78C850,#975E8E
weepinbell,api/v1/pokemon/70/,70,64,10,137,2,Plant,NA,poison,grass,http://pokeapi.co/media/img/70.png,070,Weepinbell,65,90,50,85,45,55,390,65,http://cdn.bulbagarden.net/upload/d/d5/070MS.png,http://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/9f/070Weepinbell.png/250px-070Weepinbell.png,#A040A0,#78C850,#975E8E
victreebel,api/v1/pokemon/71/,71,155,17,216,2,Plant,NA,poison,grass,http://pokeapi.co/media/img/71.png,071,Victreebel,80,105,65,100,70,70,490,81.67,http://cdn.bulbagarden.net/upload/9/9b/071MS.png,http://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/be/071Victreebel.png/250px-071Victreebel.png,#A040A0,#78C850,#975E8E
tentacool,api/v1/pokemon/72/,72,455,9,67,2,Water3,NA,poison,water,http://pokeapi.co/media/img/72.png,072,Tentacool,40,40,35,50,100,70,335,55.83,http://cdn.bulbagarden.net/upload/4/42/072MS.png,http://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/4e/072Tentacool.png/250px-072Tentacool.png,#A040A0,#6890F0,#9351B1
tentacruel,api/v1/pokemon/73/,73,550,16,180,2,Water3,NA,poison,water,http://pokeapi.co/media/img/73.png,073,Tentacruel,80,70,65,80,120,100,515,85.83,http://cdn.bulbagarden.net/upload/f/fc/073MS.png,http://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f6/073Tentacruel.png/250px-073Tentacruel.png,#A040A0,#6890F0,#9351B1
geodude,api/v1/pokemon/74/,74,200,4,60,2,Mineral,NA,ground,rock,http://pokeapi.co/media/img/74.png,074,Geodude,40,80,100,30,30,20,300,50,http://cdn.bulbagarden.net/upload/0/04/074MS.png,http://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/98/074Geodude.png/250px-074Geodude.png,#E0C068,#B8A038,#D7B85D
graveler,api/v1/pokemon/75/,75,1050,10,137,2,Mineral,NA,ground,rock,http://pokeapi.co/media/img/75.png,075,Graveler,55,95,115,45,45,35,390,65,http://cdn.bulbagarden.net/upload/5/5c/075MS.png,http://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/75/075Graveler.png/250px-075Graveler.png,#E0C068,#B8A038,#D7B85D
golem,api/v1/pokemon/76/,76,3000,14,218,2,Mineral,NA,ground,rock,http://pokeapi.co/media/img/76.png,076,Golem,80,120,130,55,65,45,495,82.5,http://cdn.bulbagarden.net/upload/3/34/076MS.png,http://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f2/076Golem.png/250px-076Golem.png,#E0C068,#B8A038,#D7B85D
ponyta,api/v1/pokemon/77/,77,300,10,82,1,Ground,NA,fire,NA,http://pokeapi.co/media/img/77.png,077,Ponyta,50,85,55,65,65,90,410,68.33,http://cdn.bulbagarden.net/upload/5/55/077MS.png,http://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3b/077Ponyta.png/250px-077Ponyta.png,#F08030,#F08030,#F39C5E
rapidash,api/v1/pokemon/78/,78,950,17,175,1,Ground,NA,fire,NA,http://pokeapi.co/media/img/78.png,078,Rapidash,65,100,70,80,80,105,500,83.33,http://cdn.bulbagarden.net/upload/6/66/078MS.png,http://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3f/078Rapidash.png/250px-078Rapidash.png,#F08030,#F08030,#F39C5E
slowpoke,api/v1/pokemon/79/,79,360,12,63,2,Water1,Monster,water,psychic,http://pokeapi.co/media/img/79.png,079,Slowpoke,90,65,65,40,40,15,315,52.5,http://cdn.bulbagarden.net/upload/6/6a/079MS.png,http://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/70/079Slowpoke.png/250px-079Slowpoke.png,#6890F0,#F85888,#8883D8
slowbro,api/v1/pokemon/80/,80,785,16,172,2,Water1,Monster,water,psychic,http://pokeapi.co/media/img/80.png,080,Slowbro,95,75,110,100,80,30,490,81.67,http://cdn.bulbagarden.net/upload/b/b6/080MS.png,http://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/80/080Slowbro.png/250px-080Slowbro.png,#6890F0,#F85888,#8883D8
magnemite,api/v1/pokemon/81/,81,60,3,65,2,Mineral,NA,steel,electric,http://pokeapi.co/media/img/81.png,081,Magnemite,25,35,70,95,55,45,325,54.17,http://cdn.bulbagarden.net/upload/0/0f/081MS.png,http://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/6c/081Magnemite.png/250px-081Magnemite.png,#B8B8D0,#F8D030,#C6BDAC
magneton,api/v1/pokemon/82/,82,600,10,163,2,Mineral,NA,steel,electric,http://pokeapi.co/media/img/82.png,082,Magneton,50,60,95,120,70,70,465,77.5,http://cdn.bulbagarden.net/upload/0/0c/082MS.png,http://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/72/082Magneton.png/250px-082Magneton.png,#B8B8D0,#F8D030,#C6BDAC
farfetchd,api/v1/pokemon/83/,83,150,8,123,2,Ground,Flying,normal,flying,http://pokeapi.co/media/img/83.png,083,Farfetch'd,52,65,55,58,62,60,352,58.67,http://cdn.bulbagarden.net/upload/5/57/083MS.png,http://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f8/083Farfetch%27d.png/250px-083Farfetch%27d.png,#A8A878,#A890F0,#A8A292
doduo,api/v1/pokemon/84/,84,392,14,62,2,Flying,NA,normal,flying,http://pokeapi.co/media/img/84.png,084,Doduo,35,85,45,35,35,75,310,51.67,http://cdn.bulbagarden.net/upload/f/fc/084MS.png,http://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/54/084Doduo.png/250px-084Doduo.png,#A8A878,#A890F0,#A8A292
dodrio,api/v1/pokemon/85/,85,852,18,161,2,Flying,NA,normal,flying,http://pokeapi.co/media/img/85.png,085,Dodrio,60,110,70,60,60,100,460,76.67,http://cdn.bulbagarden.net/upload/1/19/085MS.png,http://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/93/085Dodrio.png/250px-085Dodrio.png,#A8A878,#A890F0,#A8A292
seel,api/v1/pokemon/86/,86,900,11,65,1,Ground,Water1,water,NA,http://pokeapi.co/media/img/86.png,086,Seel,65,45,55,45,70,45,325,54.17,http://cdn.bulbagarden.net/upload/9/9b/086MS.png,http://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/1f/086Seel.png/250px-086Seel.png,#6890F0,#6890F0,#89A8F3
dewgong,api/v1/pokemon/87/,87,1200,17,166,2,Ground,Water1,water,ice,http://pokeapi.co/media/img/87.png,087,Dewgong,90,70,80,70,95,70,475,79.17,http://cdn.bulbagarden.net/upload/2/20/087MS.png,http://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c7/087Dewgong.png/250px-087Dewgong.png,#6890F0,#98D8D8,#72A0EA
grimer,api/v1/pokemon/88/,88,300,9,65,1,Indeterminate,NA,poison,NA,http://pokeapi.co/media/img/88.png,088,Grimer,80,80,50,40,50,25,325,54.17,http://cdn.bulbagarden.net/upload/5/50/088MS.png,http://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a0/088Grimer.png/250px-088Grimer.png,#A040A0,#A040A0,#B56AB5
muk,api/v1/pokemon/89/,89,300,12,175,1,Indeterminate,NA,poison,NA,http://pokeapi.co/media/img/89.png,089,Muk,105,105,75,65,100,50,500,83.33,http://cdn.bulbagarden.net/upload/b/b4/089MS.png,http://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/7c/089Muk.png/250px-089Muk.png,#A040A0,#A040A0,#B56AB5
shellder,api/v1/pokemon/90/,90,40,3,61,1,Water3,NA,water,NA,http://pokeapi.co/media/img/90.png,090,Shellder,30,65,100,45,25,40,305,50.83,http://cdn.bulbagarden.net/upload/4/41/090MS.png,http://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/40/090Shellder.png/250px-090Shellder.png,#6890F0,#6890F0,#89A8F3
cloyster,api/v1/pokemon/91/,91,1325,15,184,2,Water3,NA,water,ice,http://pokeapi.co/media/img/91.png,091,Cloyster,50,95,180,85,45,70,525,87.5,http://cdn.bulbagarden.net/upload/b/bc/091MS.png,http://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/1d/091Cloyster.png/250px-091Cloyster.png,#6890F0,#98D8D8,#72A0EA
gastly,api/v1/pokemon/92/,92,1,13,62,2,Indeterminate,NA,poison,ghost,http://pokeapi.co/media/img/92.png,092,Gastly,30,35,30,100,35,80,310,51.67,http://cdn.bulbagarden.net/upload/c/cf/092MS.png,http://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/ca/092Gastly.png/250px-092Gastly.png,#A040A0,#705898,#95459E
haunter,api/v1/pokemon/93/,93,1,16,142,2,Indeterminate,NA,poison,ghost,http://pokeapi.co/media/img/93.png,093,Haunter,45,50,45,115,55,95,405,67.5,http://cdn.bulbagarden.net/upload/7/71/093MS.png,http://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/62/093Haunter.png/250px-093Haunter.png,#A040A0,#705898,#95459E
gengar,api/v1/pokemon/94/,94,405,15,225,2,Indeterminate,NA,poison,ghost,http://pokeapi.co/media/img/94.png,094,Gengar,60,65,60,130,75,110,500,83.33,http://cdn.bulbagarden.net/upload/a/a4/094MS.png,http://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c6/094Gengar.png/250px-094Gengar.png,#A040A0,#705898,#95459E
onix,api/v1/pokemon/95/,95,2100,88,77,2,Mineral,NA,ground,rock,http://pokeapi.co/media/img/95.png,095,Onix,35,45,160,30,45,70,385,64.17,http://cdn.bulbagarden.net/upload/c/cd/095MS.png,http://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/9a/095Onix.png/250px-095Onix.png,#E0C068,#B8A038,#D7B85D
drowzee,api/v1/pokemon/96/,96,324,10,66,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/96.png,096,Drowzee,60,48,45,43,90,42,328,54.67,http://cdn.bulbagarden.net/upload/8/8e/096MS.png,http://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3e/096Drowzee.png/250px-096Drowzee.png,#F85888,#F85888,#F97DA2
hypno,api/v1/pokemon/97/,97,756,16,169,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/97.png,097,Hypno,85,73,70,73,115,67,483,80.5,http://cdn.bulbagarden.net/upload/9/98/097MS.png,http://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/0a/097Hypno.png/250px-097Hypno.png,#F85888,#F85888,#F97DA2
krabby,api/v1/pokemon/98/,98,65,4,65,1,Water3,NA,water,NA,http://pokeapi.co/media/img/98.png,098,Krabby,30,105,90,25,25,50,325,54.17,http://cdn.bulbagarden.net/upload/4/40/098MS.png,http://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a7/098Krabby.png/250px-098Krabby.png,#6890F0,#6890F0,#89A8F3
kingler,api/v1/pokemon/99/,99,600,13,166,1,Water3,NA,water,NA,http://pokeapi.co/media/img/99.png,099,Kingler,55,130,115,50,50,75,475,79.17,http://cdn.bulbagarden.net/upload/5/5c/099MS.png,http://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/71/099Kingler.png/250px-099Kingler.png,#6890F0,#6890F0,#89A8F3
voltorb,api/v1/pokemon/100/,100,104,5,66,1,Mineral,NA,electric,NA,http://pokeapi.co/media/img/100.png,100,Voltorb,40,30,50,55,55,100,330,55,http://cdn.bulbagarden.net/upload/c/c1/100MS.png,http://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/da/100Voltorb.png/250px-100Voltorb.png,#F8D030,#F8D030,#F9DA5E
electrode,api/v1/pokemon/101/,101,666,12,168,1,Mineral,NA,electric,NA,http://pokeapi.co/media/img/101.png,101,Electrode,60,50,70,80,80,140,480,80,http://cdn.bulbagarden.net/upload/6/69/101MS.png,http://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/84/101Electrode.png/250px-101Electrode.png,#F8D030,#F8D030,#F9DA5E
exeggcute,api/v1/pokemon/102/,102,25,4,65,2,Plant,NA,grass,psychic,http://pokeapi.co/media/img/102.png,102,Exeggcute,60,40,80,60,45,40,325,54.17,http://cdn.bulbagarden.net/upload/a/a6/102MS.png,http://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/af/102Exeggcute.png/250px-102Exeggcute.png,#78C850,#F85888,#94AF5C
exeggutor,api/v1/pokemon/103/,103,1200,20,182,2,Plant,NA,grass,psychic,http://pokeapi.co/media/img/103.png,103,Exeggutor,95,95,85,125,65,55,520,86.67,http://cdn.bulbagarden.net/upload/d/db/103MS.png,http://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/24/103Exeggutor.png/250px-103Exeggutor.png,#78C850,#F85888,#94AF5C
cubone,api/v1/pokemon/104/,104,65,4,64,1,Monster,NA,ground,NA,http://pokeapi.co/media/img/104.png,104,Cubone,50,50,95,40,50,35,320,53.33,http://cdn.bulbagarden.net/upload/2/2e/104MS.png,http://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/2a/104Cubone.png/250px-104Cubone.png,#E0C068,#E0C068,#E6CE89
marowak,api/v1/pokemon/105/,105,450,10,149,1,Monster,NA,ground,NA,http://pokeapi.co/media/img/105.png,105,Marowak,60,80,110,50,80,45,425,70.83,http://cdn.bulbagarden.net/upload/6/6f/105MS.png,http://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/98/105Marowak.png/250px-105Marowak.png,#E0C068,#E0C068,#E6CE89
hitmonlee,api/v1/pokemon/106/,106,498,15,159,1,Human-like,NA,fighting,NA,http://pokeapi.co/media/img/106.png,106,Hitmonlee,50,120,53,35,110,87,455,75.83,http://cdn.bulbagarden.net/upload/6/60/106MS.png,http://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/32/106Hitmonlee.png/250px-106Hitmonlee.png,#C03028,#C03028,#CE5E57
hitmonchan,api/v1/pokemon/107/,107,502,14,159,1,Human-like,NA,fighting,NA,http://pokeapi.co/media/img/107.png,107,Hitmonchan,50,105,79,35,110,76,455,75.83,http://cdn.bulbagarden.net/upload/1/1a/107MS.png,http://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a3/107Hitmonchan.png/250px-107Hitmonchan.png,#C03028,#C03028,#CE5E57
lickitung,api/v1/pokemon/108/,108,655,12,77,1,Monster,NA,normal,NA,http://pokeapi.co/media/img/108.png,108,Lickitung,90,55,75,60,75,30,385,64.17,http://cdn.bulbagarden.net/upload/2/25/108MS.png,http://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/00/108Lickitung.png/250px-108Lickitung.png,#A8A878,#A8A878,#BBBB96
koffing,api/v1/pokemon/109/,109,10,6,68,1,Indeterminate,NA,poison,NA,http://pokeapi.co/media/img/109.png,109,Koffing,40,65,95,60,45,35,340,56.67,http://cdn.bulbagarden.net/upload/3/3f/109MS.png,http://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/17/109Koffing.png/250px-109Koffing.png,#A040A0,#A040A0,#B56AB5
weezing,api/v1/pokemon/110/,110,95,12,172,1,Indeterminate,NA,poison,NA,http://pokeapi.co/media/img/110.png,110,Weezing,65,90,120,85,70,60,490,81.67,http://cdn.bulbagarden.net/upload/2/22/110MS.png,http://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/42/110Weezing.png/250px-110Weezing.png,#A040A0,#A040A0,#B56AB5
rhyhorn,api/v1/pokemon/111/,111,1150,10,69,2,Ground,Monster,ground,rock,http://pokeapi.co/media/img/111.png,111,Rhyhorn,80,85,95,30,30,25,345,57.5,http://cdn.bulbagarden.net/upload/6/67/111MS.png,http://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/9b/111Rhyhorn.png/250px-111Rhyhorn.png,#E0C068,#B8A038,#D7B85D
rhydon,api/v1/pokemon/112/,112,1200,19,170,2,Ground,Monster,ground,rock,http://pokeapi.co/media/img/112.png,112,Rhydon,105,130,120,45,45,40,485,80.83,http://cdn.bulbagarden.net/upload/c/ce/112MS.png,http://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/47/112Rhydon.png/250px-112Rhydon.png,#E0C068,#B8A038,#D7B85D
chansey,api/v1/pokemon/113/,113,346,11,395,1,Fairy,NA,normal,NA,http://pokeapi.co/media/img/113.png,113,Chansey,250,5,5,35,105,50,450,75,http://cdn.bulbagarden.net/upload/e/ea/113MS.png,http://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cd/113Chansey.png/250px-113Chansey.png,#A8A878,#A8A878,#BBBB96
tangela,api/v1/pokemon/114/,114,350,10,87,1,Plant,NA,grass,NA,http://pokeapi.co/media/img/114.png,114,Tangela,65,55,115,100,40,60,435,72.5,http://cdn.bulbagarden.net/upload/4/45/114MS.png,http://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3e/114Tangela.png/250px-114Tangela.png,#78C850,#78C850,#96D476
kangaskhan,api/v1/pokemon/115/,115,800,22,172,1,Monster,NA,normal,NA,http://pokeapi.co/media/img/115.png,115,Kangaskhan,105,95,80,40,80,90,490,81.67,http://cdn.bulbagarden.net/upload/6/68/115MS.png,http://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/4e/115Kangaskhan.png/250px-115Kangaskhan.png,#A8A878,#A8A878,#BBBB96
horsea,api/v1/pokemon/116/,116,80,4,59,1,Dragon,Water1,water,NA,http://pokeapi.co/media/img/116.png,116,Horsea,30,40,70,70,25,60,295,49.17,http://cdn.bulbagarden.net/upload/2/23/116MS.png,http://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/5a/116Horsea.png/250px-116Horsea.png,#6890F0,#6890F0,#89A8F3
seadra,api/v1/pokemon/117/,117,250,12,154,1,Dragon,Water1,water,NA,http://pokeapi.co/media/img/117.png,117,Seadra,55,65,95,95,45,85,440,73.33,http://cdn.bulbagarden.net/upload/8/81/117MS.png,http://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/26/117Seadra.png/250px-117Seadra.png,#6890F0,#6890F0,#89A8F3
goldeen,api/v1/pokemon/118/,118,150,6,64,1,Water2,NA,water,NA,http://pokeapi.co/media/img/118.png,118,Goldeen,45,67,60,35,50,63,320,53.33,http://cdn.bulbagarden.net/upload/9/9b/118MS.png,http://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/7b/118Goldeen.png/250px-118Goldeen.png,#6890F0,#6890F0,#89A8F3
seaking,api/v1/pokemon/119/,119,390,13,158,1,Water2,NA,water,NA,http://pokeapi.co/media/img/119.png,119,Seaking,80,92,65,65,80,68,450,75,http://cdn.bulbagarden.net/upload/8/88/119MS.png,http://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/6a/119Seaking.png/250px-119Seaking.png,#6890F0,#6890F0,#89A8F3
staryu,api/v1/pokemon/120/,120,345,8,68,1,Water3,NA,water,NA,http://pokeapi.co/media/img/120.png,120,Staryu,30,45,55,70,55,85,340,56.67,http://cdn.bulbagarden.net/upload/6/60/120MS.png,http://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/4f/120Staryu.png/250px-120Staryu.png,#6890F0,#6890F0,#89A8F3
starmie,api/v1/pokemon/121/,121,800,11,182,2,Water3,NA,water,psychic,http://pokeapi.co/media/img/121.png,121,Starmie,60,75,85,100,85,115,520,86.67,http://cdn.bulbagarden.net/upload/5/55/121MS.png,http://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cd/121Starmie.png/250px-121Starmie.png,#6890F0,#F85888,#8883D8
mr-mime,api/v1/pokemon/122/,122,545,13,161,2,Human-like,NA,fairy,psychic,http://pokeapi.co/media/img/122.png,122,Mr. Mime,40,45,65,100,120,90,460,76.67,http://cdn.bulbagarden.net/upload/5/58/122MS.png,http://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/ec/122Mr._Mime.png/250px-122Mr._Mime.png,#EE99AC,#F85888,#F08AA4
scyther,api/v1/pokemon/123/,123,560,15,100,2,Bug,NA,flying,bug,http://pokeapi.co/media/img/123.png,123,Scyther,70,110,80,55,80,105,500,83.33,http://cdn.bulbagarden.net/upload/5/54/123MS.png,http://bulbapedia.bulbagarden.net/wiki/Scyther_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/ba/123Scyther.png/250px-123Scyther.png,#A890F0,#A8B820,#A898C1
jynx,api/v1/pokemon/124/,124,406,14,159,2,Human-like,NA,ice,psychic,http://pokeapi.co/media/img/124.png,124,Jynx,65,50,35,115,95,95,455,75.83,http://cdn.bulbagarden.net/upload/f/f5/124MS.png,http://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/7c/124Jynx.png/250px-124Jynx.png,#98D8D8,#F85888,#ADBBC6
electabuzz,api/v1/pokemon/125/,125,300,11,172,1,Human-like,NA,electric,NA,http://pokeapi.co/media/img/125.png,125,Electabuzz,65,83,57,95,85,105,490,81.67,http://cdn.bulbagarden.net/upload/7/72/125MS.png,http://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/de/125Electabuzz.png/250px-125Electabuzz.png,#F8D030,#F8D030,#F9DA5E
